Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Name,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Semi-major Axis [m],Planet Semi-major Axis [AU],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Flag,Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,Type,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations
TOI-3235,0.39,-0.02,0.02,3388.8,-68,68,0.37,-0.02,0.02,72.811,-0.527,0.5346,4.9,-0.06,0.06,Gaia DR2 6107144260251920000,11.099,11.706,10.819,15.16,14.4858,10.694,10.548,10.458,9.020001,0,0.264,-0.1,0.1,[Fe/H],,,,M V,207.4738488,-46.0665139,TOI-3235 b,11.3995334,0.493195152,-0.493195152,1.017,0.044,-0.044,211.3558904,7.945710165,-7.945710165,0.665,0.025,-0.025,0,1,182.9,2.59261842,-4.10E-07,4.10E-07,623.0626333,4037184374,0.027004578,0.1,2.3,5349.855209,0.511,1,88.14,-0.046,0.046,0,,,1,,,,9690.00173,4.50E-05,-4.50E-05,0,9691.298039,0,1,7.821,0.00178,-0.00178,2,2023,M-W-J,Eclipse,1,7,14
TOI-3693,0.87,-0.04,0.04,5321,-82,86,0.79,-0.01,0.02,176.436,-1.208,1.224,4.58,-0.02,0.01,Gaia DR2 404433018447476096,10.246,10.657,10.151,11.948,11.9579,10.132,10.178,10.141,8.938,0,0.071,-0.076,0.079,[Fe/H],3,-2.1,3.8,,15.6543938,51.3038918,TOI-3693 b,12.59889434,0.325060441,-0.257806557,1.124,0.029,-0.023,324.1849747,76.27881758,-69.92224945,1.02,0.24,-0.22,0,1,109,9.088516,-2.70E-05,2.60E-05,773.1166519,12173058659,0.081425142,0.3,2.3,12792.70653,0.17,1,89.57,-0.28,0.29,0,-0.052,0.048,0,,,,8806.68164,0.00032,-0.00031,0,8811.225898,0,1,2.134,0.041,-0.039,2,2022,K-W-J,Eclipse,2,19,36
TOI-3688 A,1.2,-0.08,0.07,5950,-100,100,1.3,-0.04,0.04,396.378,-5.855,6.03,4.29,-0.04,0.03,Gaia DR2 454187981188647168,10.819,11.129,10.732,12.241,12.3686,10.125,10.662,10.656,8.984,0,0.262,-0.086,0.085,[Fe/H],3.3,-1.7,2.2,,39.2823371,54.8512152,TOI-3688 A b,13.08088051,0.538031075,-0.493195152,1.167,0.048,-0.044,311.4718385,31.78284066,-34.96112473,0.98,0.1,-0.11,0,1,119,3.246075,-1.20E-05,1.20E-05,1481.476185,6821252015,0.045627104,0.3,2.3,12564.22726,0.27,1,87.9,-1,1.2,0,,,0,,,,9108.0507,0.0014,-0.0014,0,9109.673738,0,1,0.85,0.043,-0.042,2,2023,G-H-J,Eclipse,1,7,14
TOI-3714,0.53,-0.02,0.02,3660,-90,90,0.51,-0.01,0.01,112.71,-0.579,0.586,4.75,-0.05,0.05,Gaia DR2 178924390478792320,11.057,11.736,10.852,15.7,14.3107,10.722,10.681,10.478,9.026,0,0.1,-0.1,0.1,[Fe/H],2.9,-2.2,2.2,M2,69.5523415,39.4580035,TOI-3714 b,11.32107054,0.336269422,-0.336269422,1.01,0.03,-0.03,222.4798846,9.534852198,-9.534852198,0.7,0.03,-0.03,0,1,169,2.154849,-1.00E-06,1.00E-06,749.7854436,3953069939,0.026441939,0.3,2.3,6259.405031,0.26,1,88.7,-0.5,0.5,0.03,-0.02,0.03,0,100,-200,61,8840.5093,0.0004,-0.0004,0,8841.586725,6640.523521,1,4.955218,0.057133,-0.057133,2,2022,M-W-J,Eclipse,1,8,16
TOI-3757,0.64,-0.02,0.02,3913,-56,56,0.62,-0.01,0.01,181.139,-1.179,1.194,4.68,-0.04,0.04,Gaia DR2 996878131494639488,11.311,12,11.152,14.812,14.1321,11.061,11.097,10.95,8.913,0,0,-0.2,0.2,[Fe/H],7.1,-4.5,4.5,M0 V,91.0036423,55.0199793,TOI-3757 b,12.00481836,0.403523306,-0.504404133,1.071,0.036,-0.045,85.29878776,8.800668579,-8.698963488,0.26838,0.02769,-0.02737,0,1,49.24,3.438753,-4.00E-06,4.00E-06,732.9333104,5748554141,0.038451867,0.3,2.3,8363.29832,0,1,90,-0.2,0.23,0.14,-0.06,0.06,0,130,-23,23,8838.77148,0.00062,-0.00061,0,8840.490857,10372.65895,1,3.291441,0.072286,-0.072286,2,2022,M-W-J,Transit,1,5,10
TOI-3819,1.24,-0.08,0.06,5859,-71,72,1.54,-0.04,0.04,558.141,-12.473,13.045,4.16,-0.03,0.03,Gaia DR2 876608292608416512,11.143,11.398,11.077,12.542,12.413,11.033,11.078,10.827,8.919,0,0.273,-0.082,0.084,[Fe/H],4.5,-1.1,1.6,,121.8632568,29.3886446,TOI-3819 b,13.13692542,0.403523306,-0.392314326,1.172,0.036,-0.035,352.7895313,57.20911319,-63.56568132,1.11,0.18,-0.2,0,1,131,3.2443141,-5.50E-06,5.50E-06,1579.410557,6893722609,0.046111857,0.3,2.3,9915.906022,0.808,1,82.79,-0.31,0.3,0,,,0,,,,9502.7437,0.00038,-0.00038,0,9504.365857,0,1,0.613,0.013,-0.013,2,2023,G-VH-J,Eclipse,3,20,40
TOI-3912,1.09,-0.07,0.09,5725,-68,69,1.39,-0.03,0.04,465.992,-6.408,6.586,4.19,-0.04,0.04,Gaia DR2 1255520718461480960,11.016,11.27,10.922,12.507,12.3073,10.898,10.931,10.858,8.933,0,0.187,-0.09,0.087,[Fe/H],7.5,-2.5,2.8,,215.8014956,24.0765639,TOI-3912 b,14.28024145,0.45956821,-0.448359229,1.274,0.041,-0.04,129.0383331,22.56581687,-21.61233165,0.406,0.071,-0.068,0,1,51.2,3.4936264,-3.80E-06,3.80E-06,1461.533401,6937842764,0.046406975,0.3,2.3,12746.84578,0.544,1,85.64,-0.52,0.55,0,,,0,,,,9442.81871,0.00037,-0.00036,0,9444.565523,0,1,0.885,0.019,-0.019,2,2023,G-H-J,Eclipse,1,8,16
TOI-3884,0.28,-0.01,0.01,3269,-70,70,0.3,-0.01,0.01,43.1448,-0.1678,0.169,4.92,-0.03,0.03,Gaia DR2 3919169687804622336,10.552,11.127,10.24,15.744,14.2747,10.157,9.986,9.762,9.001,0,0.23,-0.12,0.12,[Fe/H],,,,M4,181.5718341,12.5070258,TOI-3884 b,5.996804691,0.179343692,-0.179343692,0.535,0.016,-0.016,16.49847259,3.499290757,-1.798908781,0.05191,0.01101,-0.00566,0,1,14.9,4.5445697,-9.40E-06,9.40E-06,474.3440904,5255481391,0.035153722,0.1,2.3,5869.521617,-0.04,1,90.1,-0.29,0.29,0,,,1,190,-150,150,9642.86314,0.00012,-0.00012,0,9645.135425,0,1,3.074,0.001053,-0.001053,2,2022,M-T-N,Transit,1,1,1
TOI-3976 A,1.25,-0.07,0.07,5975,-69,70,1.5,-0.04,0.04,516.087,-5.788,5.917,4.18,-0.04,0.03,Gaia DR2 1585783740516554624,10.96,11.238,11.048,12.403,12.2192,10.883,10.904,10.869,9.036,0,0.182,-0.079,0.078,[Fe/H],3.8,-1.3,1.5,,224.3560083,44.2743223,TOI-3976 A b,12.2738339,0.403523306,-0.392314326,1.095,0.036,-0.035,55.61997115,11.75965104,-11.44182264,0.175,0.037,-0.036,0,1,16.3,6.607662,-1.50E-05,1.60E-05,1252.386433,11106226610,0.074289141,0.3,2.3,16220.24686,0.505,1,87.28,-0.36,0.39,0,,,0,,,,9011.15791,0.00077,-0.00077,0,9014.461741,0,1,0.562,0.013,-0.013,2,2023,G-H-J,Transit,1,8,16
TOI-4087,1.18,-0.04,0.04,6060,-67,74,1.11,-0.02,0.02,301.676,-2.193,2.225,4.42,-0.02,0.02,Gaia DR2 1725490333641502976,10.493,10.754,10.436,12.107,11.7064,10.39,10.432,10.381,8.971,0,0.237,-0.079,0.079,[Fe/H],0.8,-0.6,1.2,,217.9257785,83.3727061,TOI-4087 b,13.04725357,0.280224518,-0.269015538,1.164,0.025,-0.024,232.0147368,44.49597692,-44.49597692,0.73,0.14,-0.14,0,1,90,3.1774835,-9.40E-07,9.40E-07,1408.148428,6687249367,0.044730765,0.3,2.3,10700.25205,0.328,1,87.82,-0.33,0.37,0,,,0,,,,9244.566414,9.30E-05,-9.20E-05,0,9246.155156,0,1,1.1565,0.0099,-0.0097,2,2023,G-H-J,Eclipse,1,4,9
TOI-421,0.85,-0.02,0.03,5325,-58,78,0.87,-0.01,0.01,74.7969,-0.2029,0.2041,4.49,-0.02,0.03,Gaia DR2 2984582227215748864,8.219,8.547,8.071,9.931,9.77776,8.058,8.11,8.06,7.809,0,-0.02,-0.05,0.05,[Fe/H],9.4,-3.1,2.4,G9 V,81.8532824,-14.2767404,TOI-421 c,5.088877252,0.15692573,-0.14571675,0.454,0.014,-0.013,16.41901548,1.061546878,-1.03929889,0.05166,0.00334,-0.00327,0,1,4.66,16.06819,-0.00035,0.00035,717.7870836,17661012342,0.118133862,0.1,2.3,11385.65589,0.738,1,88.353,-0.084,0.078,0.152,-0.042,0.042,0,114.7,-13.3,15.6,8440.13162,0.0007,-0.00068,0,8448.165715,15034.03695,1,0.292965,0.004749,-0.004749,2,2020,K-W-N,Transit,1,5,9
TOI-4145 A,0.91,-0.04,0.04,5281,-76,86,0.86,-0.02,0.02,205.387,-1.184,1.197,4.53,-0.02,0.02,Gaia DR2 568619413331898240,10.38,10.775,10.286,12.084,12.0572,10.198,10.251,10.216,8.644,0,0.168,-0.087,0.084,[Fe/H],4.7,-3.1,4.2,,39.4297435,80.2673838,TOI-4145 A b,13.30506013,0.358687383,-0.347478403,1.187,0.032,-0.031,136.6662148,41.31769286,-41.31769286,0.43,0.13,-0.13,0,1,57,4.0664428,-5.80E-06,5.80E-06,1038.90546,7228611579,0.048351917,0.3,2.3,7543.629315,0.8,1,86.2,-0.12,0.12,0,,,0,,,,8925.88211,0.00017,-0.00016,0,8927.915331,0,1,2.015,0.038,-0.036,2,2023,K-H-J,Transit,1,5,10
TOI-4137,1.31,-0.07,0.07,6202,-90,94,1.44,-0.04,0.04,334.993,-3.25,3.313,4.24,-0.03,0.03,Gaia DR2 497750842338402560,10.048,10.314,10.004,11.31,11.2468,9.957,9.999,9.93,7.899,0,0.182,-0.085,0.083,[Fe/H],2.1,-1,1.3,,77.612879,70.391079,TOI-4137 b,13.57407567,0.448359229,-0.437150249,1.211,0.04,-0.039,457.6729055,54.03082912,-47.67426099,1.44,0.17,-0.15,0,1,156,3.8016122,-6.50E-06,6.50E-06,1519.500841,7803694996,0.052198629,0.3,2.3,12319.90768,0.584,1,85.7,-0.4,0.4,0,-0.052,0.048,0,,,,8990.46651,0.00033,-0.00033,0,8992.367316,0,1,0.749,0.014,-0.014,2,2022,F-VH-J,Eclipse,1,4,9
TOI-431,0.78,-0.07,0.07,4850,-75,75,0.73,-0.02,0.02,32.5686,-0.0311,0.0312,4.6,-0.06,0.06,Gaia DR2 2908664557091200768,6.846,7.305,6.723,9.12,8.79171,6.651,6.709,6.67,6.539,0,0.2,-0.05,0.05,[Fe/H],,,,,83.2692502,-26.7238698,TOI-431 d,3.295440335,0.089671846,-0.089671846,0.294,0.008,-0.008,9.900354865,1.528754636,-1.490615227,0.03115,0.00481,-0.00469,0,1,3.16,12.46103,-2.00E-05,2.00E-05,661.2179408,14486566858,0.096900113,0.1,2.3,12379.88011,0.15,1,89.7,-0.2,0.2,0,,,0,0,,,8627.5453,0.0003,-0.0003,0,8633.775815,0,1,0.207814,0.004423,-0.004423,2,2021,K-W-SN,Transit,1,5,8
TOI-4329,1.54,-0.05,0.05,6000,-100,100,2.31,-0.03,0.03,717.128,-10.416,10.722,3.9,-0.03,0.03,Gaia DR2 2224458777730383616,10.742,11.077,10.63,12.724,12.4747,10.462,10.499,10.422,9.551,0,0.29,-0.06,0.06,[Fe/H],2.39,-0.45,0.45,,329.5639152,71.1316048,TOI-4329 b,16.8134711,2.129706339,-2.129706339,1.5,0.19,-0.19,143.022783,28.60455659,-28.60455659,0.45,0.09,-0.09,0,1,55.6,2.9223,-0.00015,0.00015,1978.417498,6911220547,0.0462289,0.3,2.3,19611.7854,0.24,1,86.80170296,,,0.068,-0.079,0.079,0,0.285,-2.12,2.12,8765.068,0.002,-0.002,0,8766.52915,19625.05701,1,0.507248,0.012522,-0.012522,2,2022,G-VH-MJ,Eclipse,1,5,11
TOI-4463 A,1.06,-0.06,0.06,5640,-82,89,1.06,-0.02,0.03,173.117,-1.285,1.303,4.41,-0.03,0.03,Gaia DR2 4524517290642206336,9.454001,9.802,9.402,11.036,10.9505,9.343,9.393,9.397,8.797,0,0.25,-0.085,0.085,[Fe/H],4.1,-2.6,3.5,,279.3581286,18.7299522,TOI-4463 A b,13.2602242,0.717374767,-0.504404133,1.183,0.064,-0.045,252.3557548,12.39530786,-12.71313626,0.794,0.039,-0.04,0,1,108.7,2.8807198,-2.70E-06,2.80E-06,1347.110259,6044132086,0.040428977,0.3,2.3,6617.999368,0.88,1,83.82,-0.28,0.21,0,,,0,,,,9291.64004,0.00032,-0.00032,0,9293.0804,0,1,1.311,0.091,-0.054,2,2023,G-H-J,Eclipse,1,2,4
TOI-4791,1.24,-0.08,0.07,6058,-94,99,1.41,-0.04,0.04,328.802,-3.616,3.696,4.23,-0.03,0.03,Gaia DR2 2930141657016297216,10.108,10.319,10.019,11.541,11.3152,9.959,9.99,10.03,9.108,0,0.207,-0.089,0.085,[Fe/H],3.3,-1.4,1.8,,109.3883818,-19.8289392,TOI-4791 b,12.44196861,0.560449037,-0.560449037,1.11,0.05,-0.05,734.1836192,101.7050901,-104.8833742,2.31,0.32,-0.33,0,1,250,4.28088,-2.30E-05,2.20E-05,1424.666734,8293297489,0.055473562,0.3,2.3,11968.48118,0.657,1,85.55,-0.33,0.34,0,,,0,,,,9237.59508,0.00036,-0.00036,0,9239.73552,0,1,0.655,0.045,-0.045,2,2023,G-H-J,Eclipse,1,8,17
TOI-4603,1.77,-0.06,0.06,6264,-94,95,2.74,-0.05,0.05,225.643,-2.432,2.484,3.81,-0.02,0.02,Gaia DR2 3402980516507429888,7.788,8.089,7.786,9.24,9.07469,7.718,7.744,7.761,7.933,0,0.342,-0.04,0.039,[Fe/H],1.64,-0.24,0.3,F,83.8659288,21.2942417,TOI-4603 b,11.67975792,0.425941268,-0.392314326,1.042,0.038,-0.035,4096.808161,184.3404758,-181.1621918,12.89,0.58,-0.57,0,1,962,7.24599,-0.00021,0.00022,1623.882742,13262362333,0.088711454,0.3,2.3,11921.52173,0.9521,1,80.21,-0.41,0.39,0.325,-0.02,0.02,0,20.4,-4.7,4.6,9549.126,0.0014,-0.0014,0,9552.748995,14967.69079,1,0.1528,0.0091,-0.0079,2,2023,F-VH-J,Eclipse,2,11,21
TOI-481,1.14,-0.01,0.02,5735,-72,72,1.66,-0.02,0.02,179.366,-1.007,1.018,4.06,-0.01,0.01,Gaia DR2 5486322710592888064,8.482,8.803001,8.443,9.972,9.84659,8.364,8.422,8.393,8.32,0,0.26,-0.05,0.05,[Fe/H],6.7,-0.6,0.4,G,110.5126861,-57.384998,TOI-481 b,11.09689092,0.112089807,-0.112089807,0.99,0.01,-0.01,486.2774621,9.534852198,-9.534852198,1.53,0.03,-0.03,0,1,130.3,10.33111,-2.00E-05,2.00E-05,1106.394699,14508780845,0.097048701,0.3,2.3,23780.81199,0.15,1,89.2,-0.3,0.3,0.153,-0.007,0.006,0,64.8,-1.8,1.8,8511.6418,0.0002,-0.0002,0,8516.807355,31423.1707,1,0.448818,0.001874,-0.001874,2,2020,G-H-J,Eclipse,2,8,16
TOI-5205,0.39,-0.02,0.02,3430,-54,54,0.39,-0.01,0.01,86.4493,-0.4139,0.4178,4.84,-0.03,0.03,Gaia DR2 1842656663520849024,11.24,11.926,11.006,15.899,14.9317,10.784,10.694,10.7,8.691,0,1,,,[Fe/H],,,,M4.0,313.7706819,24.360977,TOI-5205 b,11.54525015,0.336269422,-0.336269422,1.03,0.03,-0.03,343.2546791,19.0697044,-19.0697044,1.08,0.06,-0.06,0,1,346,1.630757,-1.00E-06,1.00E-06,709.6458418,2963778090,0.019824603,0.3,2.3,5036.684988,0.341301892,1,88.21,-0.22,0.24,0.02,-0.014,0.02,0,-42,-100,186,9443.47179,0.00019,-0.00019,0,9444.287168,0,1,6.805,0.003707,-0.003707,2,2023,M-W-J,Eclipse,1,4,9
TOI-540,0.16,-0.01,0.01,3216,-83,83,0.19,-0.01,0.01,14.0022,-0.0089,0.0088,4.44,,,Gaia DR2 4785886941312921344,9.17,9.755,8.9,14.823,12.8938,8.693,8.492,8.343,8.01,0,,,,,1.1,-1,0.9,M V,76.3096949,-47.9375391,TOI-540 b,0.907927439,0.056044904,-0.056044904,0.081,0.005,-0.005,0.690404135,0,0,0.002172254,0,0,1,0,0,1.2391491,-1.70E-06,1.70E-06,628.6952743,1833807247,0.012266269,0.1,2.3,1725.872725,0.772,1,86.8,-0.28,0.28,0,,,0,,,,8411.82601,0.00046,-0.00046,0,8412.445585,0,1,0.231866,0.013273,-0.013273,2,2020,M-W-ESE,Transit,1,8,17
TOI-559,1.03,-0.06,0.06,5925,-76,85,1.23,-0.03,0.03,233.266,-1.521,1.542,4.27,-0.03,0.02,Gaia DR2 5057924844082070016,9.719,9.985,9.638,11.091,10.9777,9.613,9.646,9.612001,9.329001,0,-0.069,-0.079,0.065,[Fe/H],6.8,-2,2.5,G V,46.8186159,-31.1629951,TOI-559 b,12.22899798,0.31385146,-0.280224518,1.091,0.028,-0.025,1910.148724,76.27881758,-73.10053352,6.01,0.24,-0.23,0,1,633,6.9839095,-5.10E-06,5.10E-06,1140.225972,10803789737,0.072266152,0.3,2.3,16240.3256,0.23,1,89.08,-0.38,0.52,0.151,-0.011,0.012,0,-62.3,-2.6,3,8893.81305,0.00023,-0.00023,0,8897.305005,0,1,0.8276,0.01,-0.009,2,2021,G-H-J,Eclipse,1,7,15
TOI-561,0.81,-0.04,0.04,5372,-70,70,0.84,-0.01,0.01,85.799,-0.4932,0.4988,4.5,-0.12,0.12,Gaia DR2 3850421005290172416,8.504,8.879,8.394,10.252,10.0128,8.337,8.396,8.375,7.971,0,-0.4,-0.05,0.05,[Fe/H],11,-3.5,2.8,G9 V,148.1851516,6.216103,TOI-561 c,2.91433499,0.044835923,-0.044835923,0.26,0.004,-0.004,6.601296005,0.731005335,-0.731005335,0.02077,0.0023,-0.0023,0,1,2.22,10.778831,-3.60E-05,3.40E-05,769.4729313,13318053687,0.089083971,0.3,2.3,13330.69331,0.12,1,89.69,-0.31,0.21,0.03,-0.021,0.035,0,291,-84,55,9238.4629,0.0008,-0.0009,0,9243.852316,12604.32066,1,0.092,0.000112,-0.000112,2,2020,G-W-SN,Transit,2,18,36
TOI-564,1,-0.06,0.07,5640,-37,34,1.09,-0.01,0.01,199.581,-1.253,1.27,4.36,-0.03,0.03,Gaia DR2 5710154317045164416,9.71,10.044,9.604,11.097,11.1424,9.562,9.598,9.587,8.231,0,0.143,-0.078,0.076,[Fe/H],7.3,-3.5,3.6,,130.2951535,-16.0363275,TOI-564 b,11.43316035,7.958376319,-3.250604412,1.02,0.71,-0.29,464.9829588,31.78284066,-30.51152703,1.463,0.1,-0.096,0,1,247,1.651144,-1.80E-05,1.80E-05,1660.554472,4090294834,0.027359832,0.3,2.3,3892.356636,0.994,1,78.38,-0.85,0.71,0.072,-0.05,0.083,0,94,-35,32,8549.57554,0.00045,-0.00046,0,8550.401112,4494.757878,1,0.92,1.7,-0.45,2,2020,G-VH-J,Eclipse,1,3,7
TOI-620,0.58,-0.02,0.02,3708,-56,57,0.55,-0.02,0.02,33.0231,-0.0583,0.0586,4.72,-0.03,0.02,Gaia DR2 5738284016370287616,8.201,8.837,7.954,12.262,11.3104,,,,,0,0.35,-0.12,0.11,[Fe/H],7.2,-4.7,4.6,M2.5 V,142.1734459,-12.1671652,TOI-620 b,3.755008545,0.14571675,-0.14571675,0.335,0.013,-0.013,13.88336035,0,0,0.043681937,0,0,1,0,0,5.0988179,-4.60E-06,4.50E-06,620.9668913,7233585940,0.04838519,0.1,2.3,4338.775273,0.887,1,87.47,-0.3,0.18,0.22,-0.12,0.28,0,-84,-64,54,8992.19724,0.00078,-0.00069,0,8994.746649,0,1,0.393,0.021,-0.02,2,2022,M-W-N,Transit,1,10,19
TOI-640,1.54,-0.08,0.07,6460,-150,130,2.08,-0.06,0.06,341.997,-2.794,2.839,3.99,-0.04,0.03,Gaia DR2 5580554052549277056,9.327,9.519,9.243,10.51,10.4006,9.214,9.233,9.223,8.512,0,0.072,-0.076,0.085,[Fe/H],1.99,-0.4,0.55,,99.7345935,-36.64613,TOI-640 b,19.85110487,0.672538844,-0.627702921,1.771,0.06,-0.056,279.6889978,50.85254506,-50.85254506,0.88,0.16,-0.16,0,1,78,5.0037775,-4.80E-06,4.80E-06,1689.534868,9891683532,0.066165107,0.3,2.3,12978.04309,0.8763,1,82.54,-0.59,0.42,0.05,-0.035,0.054,0,159,-99,86,8459.73877,0.00071,-0.00083,0,8462.240659,13451.6203,1,0.764,0.016,-0.015,2,2021,F-VH-MJ,Eclipse,1,1,3
TOI-628,1.31,-0.07,0.07,6250,-190,220,1.34,-0.04,0.05,178.68,-2.942,3.04,4.3,-0.04,0.03,Gaia DR2 3126717023051258112,8.895001,9.17,8.811,10.112,10.0579,8.764,8.798,8.568,7.816,0,0.258,-0.08,0.078,[Fe/H],1.28,-0.91,1.6,,99.2630608,1.7675497,TOI-628 b,11.88151957,0.45956821,-0.381105345,1.06,0.041,-0.034,2011.853814,92.17023791,-98.52680604,6.33,0.29,-0.31,0,1,713,3.4095675,-6.90E-06,7.00E-06,1531.709926,7257514967,0.048545251,0.3,2.3,12760.94834,0.23,1,88.41,-0.93,1,0.072,-0.023,0.021,0,-74,-15,13,8629.47972,0.00039,-0.00039,0,8631.184504,0,1,0.657,0.012,-0.012,2,2021,F-VH-J,Eclipse,1,2,3
TOI-677,1.18,-0.06,0.06,6295,-77,77,1.28,-0.03,0.03,141.812,-0.617,0.622,4.29,-0.03,0.03,Gaia DR2 5313031504751276032,8.47,8.722,8.429,9.822,9.66082,8.379,8.409,8.348,8.295,0,0,-0.05,0.05,[Fe/H],2.92,-0.73,0.8,F8,144.1193594,-50.4630933,TOI-677 b,13.11450746,0.336269422,-0.336269422,1.17,0.03,-0.03,392.8359106,21.93016006,-21.29450324,1.236,0.069,-0.067,0,1,0,11.2366,-0.00011,0.00011,1031.013855,15522032783,0.103826306,0.3,2.3,14554.03934,0.723,1,87.63,-0.1,0.11,0.435,-0.024,0.024,0,70.47,-3.61,3.61,8547.47448,0.00028,-0.00029,0,8553.09278,34779.42649,1,0.884459,0.004897,-0.004897,2,2020,F-H-J,Eclipse,1,4,8
TOI-674,0.42,-0.01,0.01,3514,-57,57,0.42,-0.01,0.01,46.0851,-0.1153,0.1159,4.81,-0.03,0.03,Gaia DR2 5400949450924312576,9.737001,10.359,9.469,14.203,13.0914,9.345,9.237001,9.163,8.332,0,0.17,-0.12,0.12,[Fe/H],,,,M2 V,164.5865592,-36.8581092,TOI-674 b,5.245802982,0.168134711,-0.168134711,0.468,0.015,-0.015,23.59875919,3.29905886,-3.29905886,0.07425,0.01038,-0.01038,0,1,21.44,1.977143,-3.00E-06,3.00E-06,698.8670804,3454138899,0.023104608,0.3,2.3,4250.228591,0.624,1,87.21,-0.24,0.24,0,,,0,,,,8641.404552,0.000102,-0.000102,0,8642.393124,0,1,1.396607,0.014089,-0.014089,2,2021,M-W-N,Transit,1,4,8
TOI-836,0.68,-0.04,0.05,4552,-154,154,0.67,-0.01,0.01,27.5024,-0.0293,0.0294,4.74,-0.11,0.11,Gaia DR2 6230733559097425152,6.983,7.58,6.804,9.92,9.40475,6.743,6.817,6.786,6.8,0,-0.284,-0.067,0.067,[Fe/H],5.4,-5,6.3,K V,225.0798831,-24.4542022,TOI-836 c,2.589274549,0.089671846,-0.089671846,0.231,0.008,-0.008,9.598417879,2.701541456,-2.50130956,0.0302,0.0085,-0.00787,0,1,3.86,8.59545,-1.00E-05,1.00E-05,688.4522721,10803886912,0.072266802,0.1,2.3,9071.237161,0.53,1,88.7,-1.5,1.5,0.078,-0.056,0.056,0,-28,-113,113,8599.7623,0.0008,-0.0008,0,8604.060025,0,1,0.114,0.00012,-0.00012,2,2023,K-W-SN,Transit,3,14,26
TOI-837,1.12,-0.06,0.06,6047,-162,162,1.02,-0.08,0.08,142.488,-0.458,0.461,4.47,-0.05,0.05,Gaia DR2 5251470948229949568,9.108,9.392,8.933,10.635,10.356,8.901,8.875,8.875,8.936,0,-0.069,-0.042,0.042,[Fe/H[,0.035,-0.005,0.011,G0/F9 V,157.0372806,-64.5052107,TOI-837 b,8.630915163,1.008808266,-1.008808266,0.77,0.09,-0.09,56.34353163,0,0,0.177276576,0,0,1,0,0,8.3248762,-1.57E-05,1.57E-05,985.598907,12489810330,0.083543882,0.3,2.3,6947.229187,0.9358,1,86.95310952,,,0,,,0,,,,8574.272527,0.000593,-0.000593,0,8578.434965,0,1,0.436,0.001195,-0.001195,2,2020,G-W-J,Transit,1,8,16
TOI-905,0.97,-0.07,0.06,5570,-140,150,0.92,-0.04,0.04,158.649,-0.718,0.725,4.5,-0.03,0.03,Gaia DR2 5795534040654879744,9.51,9.89,9.448,11.08,11.0813,9.372,9.433,9.291,9.151,0,0.14,-0.18,0.22,[Fe/H],3.4,-2.3,3.8,,227.6586754,-71.3616316,TOI-905 b,13.12571644,0.594075979,-0.571658017,1.171,0.053,-0.051,211.9915472,13.34879308,-13.03096467,0.667,0.042,-0.041,0,1,89.1,3.739494,-3.80E-05,3.80E-05,1153.113252,6982813642,0.046707784,0.3,2.3,7382.41941,0.816,1,85.68,-0.26,0.22,0.024,-0.017,0.025,0,39,-82,61,8643.30898,0.0002,-0.0002,0,8645.178727,7608.842777,1,1.718,0.032,-0.03,2,2020,G-H-J,Eclipse,1,3,5
